the_geom,postcode,organization_name,address,full_address,latitude,longitude,city,state,cartodb_id,main_phone__,discipline,council_district,community_board,borough,census_tract,bin,bbl,nta
0101000020E6100000FB3BDBA3377C52C05ED4939E8E694440,10039,Arts Horizons LeRoy Neiman Art Center,2785 Frederick Douglass Blvd.,"2785 Frederick Douglass Blvd., New York",40.8246649,-73.940896,New York,NY,191,(212) 862-2787,Visual Arts,Manhattan Council District #9,Manhattan Community Board #10,Manhattan,259,1087475,1020450054,Central Harlem North-Polo Grounds
0101000020E6100000C63AB0775A7D52C0A9184229B55D4440,11222,Arts Indonesia,49 India St. apt 4L,"49 India St. apt 4L, Brooklyn",40.7320911,-73.9586467,Brooklyn,NY,192,(617) 767-9435,"Multi-Discipline, Performing",Manhattan Council District #9,Manhattan Community Board #10,Manhattan,,,,
0101000020E61000006BFAA2F3507F52C0070ABC934F5D4440,10003,"Arts On Site NYC, Inc.","12 Saint Marks Place, #3F","12 Saint Marks Place, #3F, New York",40.728991,-73.9893159,New York,NY,193,(919) 614-0505,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #3,Manhattan,38,1006665,1004630015,East Village
0101000020E6100000C8F951C36D7F52C04CA02D8C995D4440,10003,"Arts Resources in Collaboration, Inc.",70 East 10th Street,"70 East 10th Street, New York",40.7312484,-73.9910744,New York,NY,194,(212) 206-6492,Dance,Manhattan Council District #6,Manhattan Community Board #3,Manhattan,57,1008954,1005550001,West Village
0101000020E6100000F07096ED1E7F52C0CA5F10470D5C4440,10002,"Arts for Art, Inc.","107 Suffolk Street, #300","107 Suffolk Street, #300, New York",40.7191552,-73.9862627,New York,NY,195,(212) 254-5420,"Multi-Discipline, Performing",Manhattan Council District #1,Manhattan Community Board #3,Manhattan,1402,1004301,1003530054,Lower East Side
0101000020E610000054F4D1F3387D52C0C4865DCAAF564440,11238,"Belladonna Series, Inc.",925 Bergen St,"925 Bergen St, Brooklyn",40.6772397,-73.9566011,Brooklyn,NY,196,(917) 474-2003,Literature,Brooklyn Council District #35,Brooklyn Community Board #8,Brooklyn,305,3330648,3011420060,Crown Heights North
0101000020E610000010FD2488848052C08A100D41C45D4440,10014,"Artsgenesis, Inc.","154 Christopher Street, Suite 2A","154 Christopher Street, Suite 2A, New York",40.7325517,-74.0080891,New York,NY,197,(212) 741-1414 x15,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #2,Manhattan,69,1010421,1006040033,West Village
0101000020E61000001601A9A8557B52C058F49892F6564440,11233,Asase Yaa Cultural Arts Foundation,1803 Fulton Street,"1803 Fulton Street, New York",40.6793998,-73.9271032,New York,NY,198,(347) 915-2563,"Multi-Discipline, Performing",Brooklyn Council District #41,Brooklyn Community Board #3,Brooklyn,381,3047930,3016950049,Crown Heights North
0101000020E61000004D8D8642BA7F52C0E18FEC5BF75D4440,10011,"Ascension Music Chorus and Orchestra, Inc.",12 West 11th Street,"12 West 11th Street, New York",40.7341113,-73.9957434,New York,NY,199,(212) 358-1469,Music,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,63,1009538,1005740038,West Village
0101000020E6100000C227E7D5CA7F52C0BAC6C26BF2584440,11201,"Asia Art Archive in America, Inc.",43 Remsen Street (Garden Floor),"43 Remsen Street (Garden Floor), Brooklyn",40.6948981,-73.9967551,Brooklyn,NY,200,(718) 522-2299,Visual Arts,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,301,3002021,3002470008,Brooklyn Heights-Cobble Hill
0101000020E6100000EAD0E979B77D52C0546694788A624440,10021,Asia Society,725 Park Avenue,"725 Park Avenue, New York",40.7698508,-73.9643235,New York,NY,201,(212) 327-9218,Museum,Manhattan Council District #4,Manhattan Community Board #4,Manhattan,128,1042714,1014050001,Upper East Side-Carnegie Hill
0101000020E6100000ED725B6C248052C078BD8FFEF25B4440,10013,"Asian American Activity Center, Inc.","396 Broadway, Suite 205","396 Broadway, Suite 205, New York",40.7183531,-74.0022231,New York,NY,202,(212) 431-0368,"Multi-Discipline, Non-Perform",Manhattan Council District #1,Manhattan Community Board #3,Manhattan,31,1002323,1001950007,SoHo-TriBeCa-Civic Center-Little Italy
0101000020E6100000D4F60A66277F52C0E257ACE1225A4440,11201,Asian American Arts Alliance,"20 Jay Street, Suite 740","20 Jay Street, Suite 740, Brooklyn",40.7041895,-73.9867797,Brooklyn,NY,203,(212) 941-9208 x1,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #2,Manhattan,39,1001553,1001430021,SoHo-TriBeCa-Civic Center-Little Italy
0101000020E6100000536AE514D37F52C010487831835B4440,10013,"Asian American Arts Centre, Inc.","26 Bowery, 3rd Floor","26 Bowery, 3rd Floor, New York",40.7149412,-73.9972584,New York,NY,204,(212) 233-2154,Visual Arts,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,29,1001802,1001630035,Chinatown
0101000020E610000067C4BB12B77152C0E50CC51D6F604440,11361,Asian American Coalition for Education,202-39 Rocky Hill Road,"202-39 Rocky Hill Road, Bayside",40.753391,-73.7767989,Bayside,NY,205,(718) 229-1368,"Multi-Discipl, Perf & Non-Perf",Queens Council District #19,Queens Community Board #11,Queens,145102,4538785,4055610046,Bayside-Bayside Hills
0101000020E6100000D4F60A66277F52C0E257ACE1225A4440,11201,"Asian American Film Lab, Inc.",20 Jay Street,"20 Jay Street, Brooklyn",40.7041895,-73.9867797,Brooklyn,NY,206,(646) 535-5212,Film/Video/Audio,Manhattan Council District #5,Manhattan Community Board #8,Manhattan,39,1001553,1001430021,SoHo-TriBeCa-Civic Center-Little Italy
0101000020E610000022FB20CB827F52C03ED00A0C59554440,11215,"Asian American Women Artists Alliance, Inc.",136 15th Street,"136 15th Street, Brooklyn",40.66678,-73.992358,Brooklyn,NY,207,(718) 788-6170,Visual Arts,Brooklyn Council District #38,Brooklyn Community Board #7,Brooklyn,117,3023861,3010460036,Park Slope-Gowanus
0101000020E61000004B9CCBC3787F52C0E47C563E705F4440,10001,Asian American Writers' Workshop,110-112 West 27th Street,"110-112 West 27th Street, New York",40.7456129,-73.9917459,New York,NY,208,(212) 494-0061,Literature,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,95,1015048,1008020050,Midtown-Midtown South
0101000020E610000086BC2F78627F52C0D3F31373B55F4440,10001,"Asian CineVision, Inc.",115 West 30th Street,"115 West 30th Street, New York",40.7477249,-73.9903851,New York,NY,209,(212) 989-1422,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,101,1015161,1008060026,Midtown-Midtown South
0101000020E6100000CF842689A57E52C0D7B15B15F2604440,10036,"Asian Cultural Council, Inc.",6 West 48th Street,"6 West 48th Street, New York",40.7573878,-73.9788535,New York,NY,210,(212) 843-0367,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,96,1034487,1012630043,Midtown-Midtown South
0101000020E610000034FA2C2ABD7D52C01B1F775B33614440,10022,"Association for Development of Dramatic Arts, Inc.","301 East 57th St., 3rd Fl.","301 East 57th St., 3rd Fl., New York",40.7593798,-73.9646707,New York,NY,211,(212) 583-2706 x15,Theater,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,108,1039997,1013500001,Turtle Bay-East Midtown
0101000020E61000008AB1A778B77852C0018750A5666D4440,10108,"Association for the Advancement of Creative Musicians, New York City Chapter, Inc.",P.O. Box 187,"P.O. Box 187, New York",40.854695,-73.8861982,New York,NY,212,(212) 594-7121,Music,Manhattan Council District #2,Manhattan Community Board #4,Manhattan,,,,
0101000020E6100000F7F6F8CE797A52C079CC4065FC664440,10454,"Association of Dominican Classical Artists, Inc.",699 East 137 Street,"699 East 137 Street, Bronx",40.8045775,-73.9136846,Bronx,NY,213,(917) 331-6122,"Multi-Discipline, Performing",Bronx Council District #8,Bronx Community Board #1,Manhattan,,,,
0101000020E610000034F6251B8F7C52C0ABA7A0EC77654440,10029,"Association of Hispanic Arts, Inc.",1702 Lexington Avenue,"1702 Lexington Avenue, New York",40.7927223,-73.9462345,New York,NY,214,(212) 876-1242,Other,Manhattan Council District #8,Manhattan Community Board #11,Manhattan,172,1052054,1016340056,East Harlem South
0101000020E6100000CA6C9049468052C0485E8C37E85C4440,10013,Astoria Big Band,"161 Sixth Avenue, 14th floor","161 Sixth Avenue, 14th floor, New York",40.7258367,-74.00429,New York,NY,215,(212) 691-6969 x13,Music,,Manhattan Community Board #1,Manhattan,37,1007822,1005050031,SoHo-TriBeCa-Civic Center-Little Italy
0101000020E6100000B1321AF9BC7A52C0B212F3ACA4634440,11105,"Astoria Music Society, Inc.",22-70 23rd Street,"22-70 23rd Street, Astoria",40.778463,-73.917784,Astoria,NY,216,(718) 721-8311,Music,Queens Council District #22,Queens Community Board #1,Queens,101,4019527,4008780066,Steinway
0101000020E610000043BAE9E02A7B52C0C398993EE0604440,11106,Astoria Performing Arts Center,Kaufman Astoria Studios,"Kaufman Astoria Studios, Astoria",40.7568434,-73.9244921,Astoria,NY,217,(917) 566-0969,Theater,Queens Council District #22,Queens Community Board #1,Queens,,,,
0101000020E6100000F63A4E76D87C52C02EBF78AB53674440,10027,"At Hand Theatre Company, Inc.",214 West 122nd Street #2,"214 West 122nd Street #2, New York",40.8072409,-73.9507118,New York,NY,218,(646) 334-8352,Theater,Queens Council District #26,Queens Community Board #2,Queens,,,,
0101000020E6100000AFA3607C077C52C0292B3C1EE96B4440,10032,Athena Theatre,1224 St. Nicholas Avenue,"1224 St. Nicholas Avenue, New York",40.8430517,-73.9379569,New York,NY,219,(818) 642-6294,Theater,Manhattan Council District #4,Manhattan Community Board #8,Manhattan,253,1063062,1021280003,Washington Heights South
0101000020E6100000DD6E939BF28D52C0C37E4FAC53A64540,10030,"Beta Israel of North America Cultural Foundation, Inc.",PO Box 470,"PO Box 470, New York",43.2994285,-74.2179326,New York,NY,220,(212) 284-6942,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #1,Manhattan,,,,
0101000020E61000009763C3E4D77E52C05004CCD7C0574440,11217,Atlantic Avenue Local Development Corporation,494 Atlantic Avenue,"494 Atlantic Avenue, Brooklyn",40.6855726,-73.9819271,Brooklyn,NY,221,(212) 710-0010,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,39,3000977,3001850014,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
0101000020E6100000BDB266BF498052C054E7ACAAF25E4440,10011,Atlantic Theater Company,"76 Ninth Avenue, Ste. 537","76 Ninth Avenue, Ste. 537, New York",40.7417806,-74.0045012,New York,NY,222,(212) 691-5919,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,83,1013043,1007390001,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E610000049997917147F52C06260C20D9D5C4440,10009,"Audience, Inc.",39 Avenue A,"39 Avenue A, New York",40.7235429,-73.9856013,New York,NY,223,(646) 351-9859,Film/Video/Audio,Brooklyn Council District #33,Brooklyn Community Board #6,Manhattan,3002,1077953,1004300010,East Village
0101000020E61000006BFAA2F3507F52C043931F4CE55C4440,10003,Australian Aboriginal Theatre Initiative,60 2nd Avenue,"60 2nd Avenue, New York",40.7257476,-73.9893159,New York,NY,224,(212) 533-0889,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,38,1006165,1004450004,East Village
0101000020E61000007BBDFBE33D7C52C0B92A9A18DC594440,11211,"Autonomedia, Inc.",P.O. Box 568 Williamsburgh Station,"P.O. Box 568 Williamsburgh Station, Brooklyn",40.7020293,-73.9412775,Brooklyn,NY,225,(718) 963-2603,Literature,Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,,,,
0101000020E61000000C95DAE6A17D52C02FC8F19E5E5B4440,11211,"Avant Media Performance, Inc.","113 South 2nd Street, #1B","113 South 2nd Street, #1B, Brooklyn",40.7138251,-73.9630067,Brooklyn,NY,226,(212) 372-3326,"Multi-Discipline, Performing",Brooklyn Council District #34,Brooklyn Community Board #1,Brooklyn,551,3389057,3024057501,North Side-South Side
0101000020E6100000F4C13236747A52C027124C35B3604440,11103,Ayazamana Cultural Center,32-22 48 Street,"32-22 48 Street, Long Island City",40.755469,-73.913343,Long Island City,NY,227,(646) 229-5867,"Multi-Discipline, Performing",Queens Council District #26,Queens Community Board #2,Queens,161,4013136,4007230047,Astoria
0101000020E61000000BF148BC3C7F52C0CAA99D616A5D4440,10012,Azure Ensemble,"c/o Susan Glaser, Steinhardt School, NYU","c/o Susan Glaser, Steinhardt School, NYU, New York",40.729809,-73.988082,New York,NY,228,(212) 222-3067,Music,Manhattan Council District #9,Manhattan Community Board #7,Manhattan,,,,
0101000020E6100000A7EA1ED95C7E52C0856A3986B6574440,11217,BAM Local Development Corporation,80 Hansen Place,"80 Hansen Place, Brooklyn",40.6852577,-73.974417,Brooklyn,NY,229,(718) 907-4411,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,,,,
0101000020E6100000C9F66BFC537E52C02C353113FB534440,11218,"BCT Brooklyn Children's Theatre, Inc.",135 Prospect Park SW #B7,"135 Prospect Park SW #B7, New York",40.6560997,-73.9738761,New York,NY,231,(646) 675-0325,Theater,Brooklyn Council District #39,Brooklyn Community Board #7,Brooklyn,171,3121890,3052570045,Windsor Terrace
0101000020E6100000EE8E311CF47B52C0260C14C2B44E4440,11234,BJHI INC,3603 QUENTIN RD,"3603 QUENTIN RD, BROOKLYN",40.6148913,-73.9367743,BROOKLYN,NY,232,(347) 434-3973,Film/Video/Audio,Brooklyn Council District #46,Brooklyn Community Board #18,Brooklyn,646,3212428,3077090009,Georgetown-Marine Park-Bergen Beach-Mill Basin
0101000020E61000009E3935E1A87E52C0903AF0202C584440,11217,BRIC Arts Media Bklyn,647 Fulton Street,"647 Fulton Street, Brooklyn",40.6888467,-73.9790576,Brooklyn,NY,233,(718) 683-5600,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,33,3058597,3020950001,Fort Greene
0101000020E6100000FF66182D767B52C0B5C6A01342574440,11233,Bailey's Cafe,324 Malcolm X Boulevard,"324 Malcolm X Boulevard, Brooklyn",40.681704,-73.9290879,Brooklyn,NY,234,(347) 721-2152,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #36,Brooklyn Community Board #3,Brooklyn,297,3047513,3016810047,Crown Heights North
0101000020E61000001D9A6846758052C03227C34C36604440,10001,"Baja Musical Arts Initiative, Inc.",601 W 26TH ST SUITE 325-257,"601 W 26TH ST SUITE 325-257, New York City",40.7516571,-74.0071579,New York City,NY,235,(646) 996-9467,Music,Manhattan Council District #3,Manhattan Community Board #3,Bronx,,,,
0101000020E6100000FB891414507B52C0683F524486544440,11212,Balance Dance Theatre,181 East 91st Street,"181 East 91st Street, Brooklyn",40.6603475,-73.9267626,Brooklyn,NY,236,(718) 624-6414,"Multi-Discipline, Performing",Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,882,3099867,3046100055,Rugby-Remsen Village
0101000020E6100000C35785170E7F52C0742FE69DF95F4440,10001,Balinese American Dance Theatre,"23 West 35th Street, 2nd Floor","23 West 35th Street, 2nd Floor, New York",40.7498052,-73.9852351,New York,NY,237,(646) 361-9183,Dance,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,84,1015894,1008370028,Midtown-Midtown South
0101000020E6100000C99A47B4D37E52C03360DA8184634440,10023,"Ballet Ambassadors, Inc.","160 West 71st Street, Ste. 18A","160 West 71st Street, Ste. 18A, New York",40.7774813,-73.9816714,New York,NY,238,(212) 600-0018,Dance,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,157,1029778,1011420064,Lincoln Square
0101000020E61000009E2EE642407E52C0B24B546F0D654440,10024,"Ballet Hispanico of New York, Inc.",167 West 89 Street,"167 West 89 Street, New York",40.7894725,-73.9726722,New York,NY,239,(212) 362-6710 x23,Dance,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,173,1081050,1012200107,Upper West Side
0101000020E61000003FEA0A114B7F52C072193735D0624440,10023,"Ballet Next, Inc.",243 West 60th Street,"243 West 60th Street, New York",40.771979,-73.9889567,New York,NY,240,(212) 203-0409,Dance,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,147,1030315,1011527502,Lincoln Square
0101000020E6100000C4B0C398F47C52C0EE4FF39F7F624440,10021,Ballet Orchestra of New York City,438 East 76th Street #4-C,"438 East 76th Street #4-C, New York",40.7695198,-73.952429,New York,NY,241,(212) 988-2148,Music,Manhattan Council District #5,Manhattan Community Board #8,Manhattan,132,1045938,1014700030,Lenox Hill-Roosevelt Island
0101000020E610000093DD712F557F52C00D784FD4885E4440,10003,"Ballet Tech Foundation, Inc.","890 Broadway, 8th Floor","890 Broadway, 8th Floor, New York",40.7385507,-73.9895743,New York,NY,242,(212) 777-7710 x314,Dance,Manhattan Council District #2,Manhattan Community Board #5,Manhattan,52,1016163,1008487502,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E610000093DD712F557F52C00D784FD4885E4440,10003,"Ballet Theatre Foundation, Inc.","890 Broadway, 3rd Floor","890 Broadway, 3rd Floor, New York",40.7385507,-73.9895743,New York,NY,243,(212) 477-3030 x1188,Dance,Manhattan Council District #2,Manhattan Community Board #5,Manhattan,52,1016163,1008487502,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E61000003B29DDA7F47D52C0416BD9B518664440,10025,BalletCollective Inc.,850 Amsterdam Ave 14F,"850 Amsterdam Ave 14F, New York",40.7976291,-73.9680576,New York,NY,244,(646) 337-1254,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #7,Manhattan Community Board #7,Manhattan,187,1056510,1018730031,Upper West Side
0101000020E61000008386FE092E7C52C064ACDB453D664440,10035,Ballroom Basix USA Inc.,178 E 117th Street,"178 E 117th Street, New York",40.7987449,-73.94031,New York,NY,245,(212) 876-8660,Dance,Manhattan Council District #8,Manhattan Community Board #11,Manhattan,182,1088162,1016447501,East Harlem North
0101000020E61000008386FE092E7C52C064ACDB453D664440,10035,"Ballroom Basix USA, Inc.",178 E. 117th St,"178 E. 117th St, New York",40.7987449,-73.94031,New York,NY,246,(212) 876-8660,Dance,Manhattan Council District #8,Manhattan Community Board #11,Bronx,,,,
0101000020E6100000A2BB7F877D8052C00C44AA83175E4440,10014,"Bang Group, Inc.","131 Perry Street, Ste. 1A","131 Perry Street, Ste. 1A, New York",40.7350926,-74.0076617,New York,NY,247,(212) 337-9565,Dance,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,75,1011864,1006330028,West Village
0101000020E6100000A7EA1ED95C7E52C0856A3986B6574440,11217,"Bang on a Can, Inc.","80 Hanson Place, Ste. 701","80 Hanson Place, Ste. 701, Brooklyn",40.6852577,-73.974417,Brooklyn,NY,248,(718) 852-7755,Music,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,35,3057479,3020030034,Fort Greene
0101000020E6100000D236FE44657952C02E3BC43F6C5F4440,11377,"Bangladesh Institute of Performing Arts, Inc.",40-25 68th Street,"40-25 68th Street, Woodside",40.745491,-73.896806,Woodside,NY,249,(917) 674-4746,Folk Arts,Queens Council District #26,Queens Community Board #1,Queens,263,4535463,4013000116,Woodside
0101000020E6100000E02C25CB497752C06C5F402FDC564440,11208,Bangladeshi American Community Development and Youth Services,181 Forbell Street,"181 Forbell Street, Brooklyn",40.6785945,-73.863879,Brooklyn,NY,250,(718) 235-1700,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #37,Brooklyn Community Board #5,Brooklyn,1188,3094520,3042060015,Cypress Hills-City Line
0101000020E6100000B4C1D375727D52C0CB05781C50624440,10021,"Barbad Chamber Orchestra, Inc.","PO Box 216, Lenox Hill Station","PO Box 216, Lenox Hill Station, New York",40.7680698,-73.9601111,New York,NY,251,(212) 414-7691,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,,,,
0101000020E61000003561FBC9987852C06C843419446F4440,10458,Bardekova Ensemble,2965 Marion Avenue 3G,"2965 Marion Avenue 3G, New York",40.8692657,-73.8843255,New York,NY,252,(718) 933-6221,Music,Bronx Council District #11,Bronx Community Board #7,Bronx,415,2016732,2032920001,Bedford Park-Fordham North
0101000020E61000009BC4C5F67F7F52C03ACD02ED0E5A4440,11201,"Bargemusic, Ltd.",Fulton Ferry Landing,"Fulton Ferry Landing, Brooklyn",40.7035805,-73.9921853,Brooklyn,NY,253,(718) 624-4061,Music,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,21,,,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
0101000020E6100000A93121E6927F52C010255AF278604440,10018,"Barrow Group, Inc.","312 West 36th Street, Apt. 4W","312 West 36th Street, Apt. 4W, New York",40.753691,-73.993341,New York,NY,254,(201) 709-5720,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,111,1080495,1007590049,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E61000008299A5538D7352C03FBE29519B6F4440,10464,Bartow-Pell Landmark Fund,895 Shore Road,"895 Shore Road, Bronx",40.8719274,-73.8055009,Bronx,NY,255,(718) 885-1461,Museum,Bronx Council District #13,Bronx Community Board #10,Bronx,504,2097423,2056500001,park-cemetery-etc-Bronx
0101000020E6100000632BC313D57F52C0E7C41EDAC7604440,10018,"Baryshnikov Dance Foundation, Inc.","450 West 37th Street, Suite 501","450 West 37th Street, Suite 501, New York",40.756099,-73.9973802,New York,NY,256,(646) 731-3201,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,111,1087066,1007347502,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E6100000F0879FFF1E7C52C0B63D8BEFD56A4440,10032,"Batoto Yetu, Inc.",12 Sylvan Terrace,"12 Sylvan Terrace, New York",40.8346538,-73.939392,New York,NY,257,(646) 240-4161,Dance,Manhattan Council District #7,Manhattan Community Board #9,Manhattan,24301,1062558,1021090063,Washington Heights South
0101000020E6100000E2A9EC60693E52C000F7E1C567C64440,6705,"Battered Women's Safe Territory -an Opportunity to Progress, Inc.",94 Bentwood Drive,"94 Bentwood Drive, Waterbury",41.5500419,-72.9751818,Waterbury,NY,258,(203) 768-3841,"Multi-Discipline, Non-Perform",Bronx Council District #16,Bronx Community Board #5,Bronx,,,,
0101000020E61000005389FC442F8052C0947FD2F5E95B4440,10013,Battery Dance Corporation,"380 Broadway, Fifth Floor","380 Broadway, Fifth Floor, New York",40.7180774,-74.0028851,New York,NY,259,(212) 219-3910,Dance,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,31,1002317,1001950001,SoHo-TriBeCa-Civic Center-Little Italy
0101000020E6100000982ABDDB618052C0C37295383C5B4440,10012,Battleworks Dance Company,P.O. Box 16,"P.O. Box 16, New York",40.7127753,-74.0059728,New York,NY,260,(718) 312-8718,Dance,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,,,,
0101000020E610000028D36872317852C08925E5EE735E4440,11373,"Bayside Glee Club, Inc.",51-17 Reeder Street,"51-17 Reeder Street, Elmhurst",40.737913,-73.878018,Elmhurst,NY,261,(718) 424-5769,Music,Queens Council District #19,Queens Community Board #4,Queens,473,4038776,4015490055,Elmhurst
0101000020E61000000B0FF516EA7152C0065B368474654440,11359,Bayside Historical Society,208 Totten Avenue,"208 Totten Avenue, Bayside",40.7926183,-73.7799127,Bayside,NY,262,(718) 352-1548,Humanities,Queens Council District #19,Queens Community Board #11,Queens,999,4539849,4059170001,Ft. Totten-Bay Terrace-Clearview
0101000020E6100000AF4FEF98707F52C0271CD544FA574440,11201,"Beam Center, Inc.",47 Bergen Street,"47 Bergen Street, Brooklyn",40.6873251,-73.9912474,Brooklyn,NY,263,(347) 470-6747,"Multi-Discipline, Non-Perform",Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,43,3001236,3001930040,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
0101000020E61000001FFDE549887C52C0AE6C7AAB09574440,11216,Bedford Stuyvesant Restoration Corporation,1368 Fulton Street,"1368 Fulton Street, Brooklyn",40.6799826,-73.9458184,Brooklyn,NY,264,(718) 636-6931,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #36,Brooklyn Community Board #3,Brooklyn,247,3053786,3018620014,Crown Heights North
0101000020E6100000D4997B48F87D52C04B0746B98F664440,10025,"Bedlam, Inc.","2753 Broadway,","2753 Broadway,, New York",40.8012611,-73.968279,New York,NY,265,(646) 784-1029,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,191,1056629,1018770061,Upper West Side
0101000020E610000095EAA7A4737C52C0E16C29D65F684440,10030,"Behind the Book, Inc.","216 West 135th Street, Ground Floor","216 West 135th Street, Ground Floor, New York",40.8154247,-73.9445583,New York,NY,266,(212) 222-3627,Literature,Manhattan Council District #8,Manhattan Community Board #7,Manhattan,228,1058844,1019400039,Central Harlem North-Polo Grounds
0101000020E610000089CE328B507F52C0BDFF8F13265F4440,10010,Believe In Me,1123 Broadway,"1123 Broadway, New York",40.7433495,-73.989291,New York,NY,267,(646) 336-1500,,,,Manhattan,58,1015618,1008270028,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E610000073993F4B7C7D52C07B2D8D04BF524440,11226,Beth Morrison Projects,666 Ocean Avenue #D1,"666 Ocean Avenue #D1, Brooklyn",40.6464544,-73.9607113,Brooklyn,NY,268,(646) 682-7181,Music,Manhattan Council District #4,Manhattan Community Board #8,Brooklyn,51001,3117610,3051230016,Flatbush
0101000020E61000008E226B0D257F52C05A417859B8584440,11201,"Big Apple Circus, Ltd.",One MetroTech Center-North,"One MetroTech Center-North, New York",40.6931259,-73.9866365,New York,NY,269,(212) 268-2500 x148,Theater,Manhattan Council District #3,Manhattan Community Board #5,Brooklyn,11,3000000,3001420100,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
0101000020E610000082806BDD3C8052C0454B79083E5B4440,10007,"Big Apple Greeter, Inc.",1 Centre Street,"1 Centre Street, New York",40.7128306,-74.0037149,New York,NY,270,(212) 669-3146,Other,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,29,1001394,1001210001,Chinatown
0101000020E6100000C93EC8B2607F52C05F44DB3175614440,10036,"Big Apple Performing Arts, Inc.","676A 9th Avenue, Suite 405","676A 9th Avenue, Suite 405, New York",40.761389,-73.990277,New York,NY,271,(212) 344-1777 x11,Music,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,127,1025074,1010370062,Clinton
0101000020E6100000D76CE5257F7E52C0DEC3CA0D2B4E4440,10276,"Big Art Group, Inc.",P.O. Box 1034,"P.O. Box 1034, New York",40.6106889,-73.9765105,New York,NY,272,(646) 479-4363,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #2,Manhattan,,,,
0101000020E6100000D2F3B8B9C27F52C05DEF4806CA574440,11231,"Big Dance Theater, Inc.",303 Clinton Street,"303 Clinton Street, Brooklyn",40.6858528,-73.9962601,Brooklyn,NY,273,(646) 717-0585,Theater,Brooklyn Council District #39,Brooklyn Community Board #2,Manhattan,,,,
0101000020E6100000362F9809508052C095DF58068B5E4440,10014,"Big Tree Productions, Inc.","42 Horatio Street, #9","42 Horatio Street, #9, New York",40.7386177,-74.0048851,New York,NY,274,(212) 633-0016,Dance,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,77,1078217,1006260032,West Village
0101000020E6100000673FF78A137A52C0C0E8F2E670574440,11207,Biko Transformation Center,1474 Bushwick Avenue,"1474 Bushwick Avenue, Brooklyn",40.683133,-73.9074428,Brooklyn,NY,275,(718) 455-5963,"Multi-Discipline, Performing",Brooklyn Council District #37,Brooklyn Community Board #4,Brooklyn,403,3080316,3034560036,Bushwick South
